date,item,category,price,qty,rating,payment_method,takeout
2024-01-24,Croffle,Dessert,4000,1,3.9,Credit Card,Yes
2024-01-24,Macaron,Dessert,3000,1,4.3,Credit Card,No
2024-01-24,Americano,Beverage,4500,1,4.2,Cash,No
2024-01-24,Macaron,Dessert,3000,1,4.5,Credit Card,Yes
2024-01-24,Americano,Beverage,4500,1,4.6,Cash,No
2024-01-24,Vanilla Latte,Beverage,5500,1,3.9,Credit Card,No
2024-01-24,Americano,Beverage,4500,1,4.8,Mobile App,No
2024-01-25,Americano,Beverage,4500,1,3.7,Cash,Yes
2024-01-25,Cafe Latte,Beverage,5000,1,4.3,Credit Card,Yes
2024-01-25,Tiramisu,Dessert,6500,1,4.4,Mobile App,No
2024-01-25,Vanilla Latte,Beverage,5500,1,4.1,Credit Card,No
2024-01-25,Cafe Latte,Beverage,5000,4,4.5,Credit Card,No
2024-01-25,Cafe Latte,Beverage,5000,2,4.7,Mobile App,No
2024-01-25,Cafe Latte,Beverage,5000,2,4.4,Mobile App,No
2024-01-25,Americano,Beverage,4500,5,3.8,Credit Card,No
2024-01-25,Vanilla Latte,Beverage,5500,1,3.5,Mobile App,No
2024-01-25,Vanilla Latte,Beverage,5500,1,5.0,Mobile App,Yes
2024-01-25,Vanilla Latte,Beverage,5500,1,3.5,Cash,No
2024-01-25,Tiramisu,Dessert,6500,2,4.0,Credit Card,Yes
2024-01-25,Vanilla Latte,Beverage,5500,2,4.6,Credit Card,No
2024-01-25,Vanilla Latte,Beverage,5500,1,3.7,Credit Card,Yes
2024-01-25,Americano,Beverage,4500,2,4.3,Credit Card,Yes
2024-01-25,Cafe Latte,Beverage,5000,1,4.8,Cash,Yes
2024-01-25,Croffle,Dessert,4000,1,3.6,Credit Card,Yes
2024-01-25,Vanilla Latte,Beverage,5500,2,4.5,Credit Card,No
2024-01-25,Americano,Beverage,4500,1,5.0,Credit Card,No
2024-01-25,Americano,Beverage,4500,1,3.8,Mobile App,No
2024-01-25,Americano,Beverage,4500,2,4.5,Credit Card,No
2024-01-25,Vanilla Latte,Beverage,5500,1,3.5,Mobile App,No
2024-01-25,Cafe Latte,Beverage,5000,3,3.9,Credit Card,No
2024-01-25,Cafe Latte,Beverage,5000,2,4.5,Mobile App,Yes
2024-01-25,Vanilla Latte,Beverage,5500,1,4.5,Credit Card,No
2024-01-25,Americano,Beverage,4500,3,4.9,Mobile App,Yes
2024-01-25,Lemonade,Beverage,6000,2,4.8,Cash,Yes
2024-01-25,Cafe Latte,Beverage,5000,1,4.5,Mobile App,Yes
2024-01-25,Americano,Beverage,4500,1,4.7,Mobile App,Yes
2024-01-25,Croffle,Dessert,4000,1,4.9,Cash,Yes
2024-01-25,Macaron,Dessert,3000,2,3.8,Credit Card,No
2024-01-25,Americano,Beverage,4500,2,4.1,Mobile App,No
2024-01-25,Croffle,Dessert,4000,1,4.3,Mobile App,No
2024-01-25,Macaron,Dessert,3000,1,3.9,Credit Card,No
2024-01-25,Americano,Beverage,4500,1,3.9,Cash,Yes
2024-01-25,Cafe Latte,Beverage,5000,1,3.5,Credit Card,Yes
2024-01-25,Vanilla Latte,Beverage,5500,3,5.0,Cash,No
2024-01-25,Americano,Beverage,4500,2,4.2,Credit Card,Yes
2024-01-25,Americano,Beverage,4500,1,4.3,Credit Card,Yes
2024-01-25,Vanilla Latte,Beverage,5500,2,4.3,Credit Card,Yes
2024-01-25,Cafe Latte,Beverage,5000,2,4.4,Mobile App,No
2024-01-25,Americano,Beverage,4500,2,4.0,Credit Card,Yes
2024-01-25,Vanilla Latte,Beverage,5500,1,4.5,Credit Card,Yes
2024-01-25,Cafe Latte,Beverage,5000,1,4.3,Mobile App,No
2024-01-25,Vanilla Latte,Beverage,5500,1,4.2,Mobile App,Yes
2024-01-25,Americano,Beverage,4500,3,4.5,Credit Card,No
2024-01-26,Americano,Beverage,4500,2,4.1,Mobile App,Yes
2024-01-26,Tiramisu,Dessert,6500,1,3.9,Credit Card,No
2024-01-26,Americano,Beverage,4500,1,3.7,Credit Card,Yes
2024-01-26,Tiramisu,Dessert,6500,3,4.5,Credit Card,Yes
2024-01-26,Croffle,Dessert,4000,1,4.9,Mobile App,No
2024-01-26,Americano,Beverage,4500,1,4.3,Cash,No
2024-01-26,Lemonade,Beverage,6000,1,4.6,Credit Card,No
2024-01-26,Cafe Latte,Beverage,5000,1,3.9,Credit Card,No
2024-01-26,Americano,Beverage,4500,2,4.2,Credit Card,Yes
2024-01-26,Cafe Latte,Beverage,5000,1,4.5,Mobile App,Yes
2024-01-26,Cafe Latte,Beverage,5000,1,4.3,Credit Card,Yes
2024-01-26,Vanilla Latte,Beverage,5500,2,3.6,Cash,No
2024-01-26,Vanilla Latte,Beverage,5500,4,3.9,Mobile App,No
2024-01-26,Americano,Beverage,4500,1,4.6,Credit Card,No
2024-01-26,Americano,Beverage,4500,1,4.9,Credit Card,No
2024-01-26,Croffle,Dessert,4000,2,4.9,Credit Card,Yes
2024-01-26,Cafe Latte,Beverage,5000,1,4.4,Credit Card,Yes
2024-01-26,Cafe Latte,Beverage,5000,1,1.1,Credit Card,No
2024-01-26,Croffle,Dessert,4000,2,3.9,Credit Card,Yes
2024-01-26,Americano,Beverage,4500,2,4.9,Mobile App,Yes
2024-01-26,Vanilla Latte,Beverage,5500,4,2.4,Credit Card,No
2024-01-26,Tiramisu,Dessert,6500,1,4.1,Credit Card,No
2024-01-26,Cafe Latte,Beverage,5000,1,1.6,Credit Card,No
2024-01-26,Cafe Latte,Beverage,5000,1,4.6,Credit Card,No
2024-01-26,Cafe Latte,Beverage,5000,1,4.4,Credit Card,Yes
2024-01-26,Vanilla Latte,Beverage,5500,1,4.8,Credit Card,No
2024-01-26,Americano,Beverage,4500,1,4.6,Cash,Yes
2024-01-26,Americano,Beverage,4500,1,4.9,Credit Card,No
2024-01-26,Americano,Beverage,4500,1,4.6,Credit Card,Yes
2024-01-26,Cafe Latte,Beverage,5000,1,4.1,Credit Card,No
2024-01-26,Cafe Latte,Beverage,5000,2,4.7,Credit Card,No
2024-01-26,Vanilla Latte,Beverage,5500,1,3.5,Credit Card,Yes
2024-01-26,Cafe Latte,Beverage,5000,1,4.4,Credit Card,No
2024-01-26,Vanilla Latte,Beverage,5500,1,4.4,Credit Card,Yes
2024-01-26,Americano,Beverage,4500,2,4.5,Credit Card,No
2024-01-26,Americano,Beverage,4500,1,3.8,Credit Card,Yes
2024-01-26,Americano,Beverage,4500,1,4.5,Mobile App,Yes
2024-01-26,Croffle,Dessert,4000,1,3.7,Cash,Yes
2024-01-26,Vanilla Latte,Beverage,5500,1,4.1,Credit Card,No
2024-01-26,Cafe Latte,Beverage,5000,1,4.9,Mobile App,No
2024-01-26,Americano,Beverage,4500,1,4.1,Credit Card,Yes
2024-01-26,Tiramisu,Dessert,6500,1,4.8,Credit Card,Yes
2024-01-26,Cafe Latte,Beverage,5000,3,4.0,Mobile App,Yes
2024-01-26,Macaron,Dessert,3000,1,4.7,Cash,No
2024-01-26,Cafe Latte,Beverage,5000,1,4.3,Credit Card,No
2024-01-26,Cafe Latte,Beverage,5000,1,4.9,Credit Card,No
2024-01-26,Cafe Latte,Beverage,5000,1,4.0,Credit Card,Yes
2024-01-26,Vanilla Latte,Beverage,5500,1,3.9,Credit Card,No
2024-01-26,Cafe Latte,Beverage,5000,1,3.9,Credit Card,No
2024-01-26,Cafe Latte,Beverage,5000,2,4.5,Credit Card,No
2024-01-27,Americano,Beverage,4500,2,4.9,Mobile App,Yes
2024-01-27,Tiramisu,Dessert,6500,1,5.0,Credit Card,No
2024-01-27,Tiramisu,Dessert,6500,1,4.1,Mobile App,Yes
2024-01-27,Cafe Latte,Beverage,5000,1,4.3,Mobile App,No
2024-01-27,Tiramisu,Dessert,6500,2,3.7,Mobile App,Yes
2024-01-27,Vanilla Latte,Beverage,5500,2,3.6,Credit Card,No
2024-01-27,Tiramisu,Dessert,6500,2,4.8,Cash,Yes
2024-01-27,Croffle,Dessert,4000,2,4.5,Credit Card,No
2024-01-27,Tiramisu,Dessert,6500,1,3.8,Credit Card,No
2024-01-27,Vanilla Latte,Beverage,5500,1,4.6,Credit Card,Yes
2024-01-27,Vanilla Latte,Beverage,5500,2,5.0,Mobile App,Yes
2024-01-27,Tiramisu,Dessert,6500,1,3.7,Credit Card,No
2024-01-27,Cafe Latte,Beverage,5000,1,4.2,Credit Card,Yes
2024-01-27,Americano,Beverage,4500,1,4.8,Credit Card,Yes
2024-01-27,Americano,Beverage,4500,1,4.2,Credit Card,No
2024-01-27,Cafe Latte,Beverage,5000,1,4.2,Cash,No
2024-01-27,Lemonade,Beverage,6000,1,5.0,Cash,No
2024-01-27,Cafe Latte,Beverage,5000,1,3.9,Credit Card,Yes
2024-01-27,Americano,Beverage,4500,3,4.9,Credit Card,Yes
2024-01-27,Vanilla Latte,Beverage,5500,1,4.4,Credit Card,Yes
2024-01-27,Tiramisu,Dessert,6500,1,3.6,Credit Card,No
2024-01-27,Cafe Latte,Beverage,5000,1,4.2,Mobile App,Yes
2024-01-27,Americano,Beverage,4500,1,4.0,Credit Card,No
2024-01-27,Americano,Beverage,4500,1,4.0,Cash,No
2024-01-27,Croffle,Dessert,4000,4,3.7,Mobile App,Yes
2024-01-27,Vanilla Latte,Beverage,5500,2,3.7,Mobile App,No
2024-01-27,Americano,Beverage,4500,1,4.7,Mobile App,No
2024-01-27,Vanilla Latte,Beverage,5500,1,4.0,Mobile App,Yes
2024-01-27,Vanilla Latte,Beverage,5500,1,3.8,Mobile App,Yes
2024-01-27,Cafe Latte,Beverage,5000,2,3.9,Credit Card,Yes
2024-01-27,Cafe Latte,Beverage,5000,1,4.1,Credit Card,Yes
2024-01-27,Americano,Beverage,4500,2,4.8,Credit Card,Yes
2024-01-27,Americano,Beverage,4500,1,3.8,Credit Card,Yes
2024-01-27,Tiramisu,Dessert,6500,3,3.5,Mobile App,No
2024-01-27,Cafe Latte,Beverage,5000,3,3.7,Cash,No
2024-01-27,Cafe Latte,Beverage,5000,1,4.7,Credit Card,Yes
2024-01-27,Tiramisu,Dessert,6500,2,4.0,Mobile App,No
2024-01-27,Cafe Latte,Beverage,5000,1,4.5,Credit Card,Yes
2024-01-27,Cafe Latte,Beverage,5000,1,4.3,Credit Card,No
2024-01-27,Macaron,Dessert,3000,1,4.9,Mobile App,Yes
2024-01-27,Macaron,Dessert,3000,2,3.5,Credit Card,Yes
2024-01-27,Macaron,Dessert,3000,1,3.5,Mobile App,Yes
2024-01-27,Cafe Latte,Beverage,5000,1,3.9,Credit Card,Yes
2024-01-27,Vanilla Latte,Beverage,5500,1,4.2,Credit Card,Yes
2024-01-28,Americano,Beverage,4500,1,4.8,Credit Card,No
2024-01-28,Tiramisu,Dessert,6500,2,4.5,Mobile App,Yes
2024-01-28,Macaron,Dessert,3000,5,3.7,Credit Card,No
2024-01-28,Tiramisu,Dessert,6500,2,4.5,Mobile App,Yes
2024-01-28,Cafe Latte,Beverage,5000,1,3.9,Credit Card,Yes
2024-01-28,Cafe Latte,Beverage,5000,1,3.7,Mobile App,No
2024-01-28,Americano,Beverage,4500,1,3.7,Credit Card,No
2024-01-28,Macaron,Dessert,3000,2,1.6,Mobile App,No
2024-01-28,Cafe Latte,Beverage,5000,1,3.7,Credit Card,Yes
2024-01-28,Tiramisu,Dessert,6500,2,4.0,Credit Card,Yes
2024-01-28,Americano,Beverage,4500,1,3.8,Credit Card,No
2024-01-28,Macaron,Dessert,3000,2,4.3,Credit Card,Yes
2024-01-28,Vanilla Latte,Beverage,5500,2,4.4,Credit Card,No
2024-01-28,Americano,Beverage,4500,1,4.3,Credit Card,Yes
2024-01-28,Cafe Latte,Beverage,5000,2,4.1,Cash,Yes
2024-01-28,Cafe Latte,Beverage,5000,2,1.7,Credit Card,No
2024-01-28,Americano,Beverage,4500,1,4.6,Mobile App,Yes
2024-01-28,Tiramisu,Dessert,6500,1,4.0,Mobile App,No
2024-01-28,Cafe Latte,Beverage,5000,1,3.8,Cash,Yes
2024-01-28,Vanilla Latte,Beverage,5500,1,4.9,Credit Card,Yes
2024-01-28,Americano,Beverage,4500,1,4.1,Credit Card,Yes
2024-01-28,Americano,Beverage,4500,3,4.7,Credit Card,No
2024-01-28,Americano,Beverage,4500,3,3.8,Mobile App,No
2024-01-28,Croffle,Dessert,4000,3,3.6,Cash,Yes
2024-01-28,Macaron,Dessert,3000,1,4.3,Credit Card,No
2024-01-28,Tiramisu,Dessert,6500,1,3.7,Credit Card,No
2024-01-28,Americano,Beverage,4500,1,4.7,Credit Card,Yes
2024-01-28,Cafe Latte,Beverage,5000,1,4.6,Credit Card,No
2024-01-28,Tiramisu,Dessert,6500,1,4.8,Credit Card,Yes
2024-01-28,Cafe Latte,Beverage,5000,1,4.0,Credit Card,No
2024-01-28,Vanilla Latte,Beverage,5500,1,3.5,Credit Card,Yes
2024-01-28,Cafe Latte,Beverage,5000,1,1.5,Mobile App,No
2024-01-28,Vanilla Latte,Beverage,5500,1,3.6,Mobile App,No
2024-01-28,Americano,Beverage,4500,1,4.4,Credit Card,Yes
2024-01-28,Cafe Latte,Beverage,5000,1,4.7,Credit Card,No
2024-01-28,Tiramisu,Dessert,6500,1,3.6,Mobile App,No
2024-01-28,Cafe Latte,Beverage,5000,1,4.4,Credit Card,No
2024-01-28,Americano,Beverage,4500,1,4.6,Mobile App,No
2024-01-28,Americano,Beverage,4500,1,4.8,Mobile App,No
2024-01-28,Cafe Latte,Beverage,5000,2,1.9,Cash,No
2024-01-29,Cafe Latte,Beverage,5000,1,3.7,Mobile App,No
2024-01-29,Cafe Latte,Beverage,5000,1,4.6,Mobile App,Yes
2024-01-29,Tiramisu,Dessert,6500,1,4.5,Credit Card,Yes
2024-01-29,Tiramisu,Dessert,6500,2,3.9,Credit Card,No
2024-01-29,Americano,Beverage,4500,1,4.8,Credit Card,No
2024-01-29,Vanilla Latte,Beverage,5500,3,3.5,Credit Card,No
2024-01-29,Americano,Beverage,4500,1,3.6,Credit Card,No
2024-01-29,Vanilla Latte,Beverage,5500,1,3.9,Cash,Yes
2024-01-29,Cafe Latte,Beverage,5000,3,4.3,Credit Card,No
2024-01-29,Croffle,Dessert,4000,1,3.9,Credit Card,Yes
2024-01-29,Croffle,Dessert,4000,3,3.6,Mobile App,No
2024-01-29,Cafe Latte,Beverage,5000,1,4.2,Credit Card,No
2024-01-29,Macaron,Dessert,3000,1,3.8,Mobile App,Yes
2024-01-29,Cafe Latte,Beverage,5000,4,3.5,Mobile App,Yes
2024-01-29,Vanilla Latte,Beverage,5500,1,4.8,Credit Card,Yes
2024-01-29,Americano,Beverage,4500,1,3.6,Credit Card,No
2024-01-29,Vanilla Latte,Beverage,5500,2,4.7,Cash,No
2024-01-29,Americano,Beverage,4500,1,3.7,Credit Card,No
2024-01-29,Cafe Latte,Beverage,5000,1,1.6,Cash,Yes
2024-01-29,Vanilla Latte,Beverage,5500,1,3.9,Credit Card,No
2024-01-29,Cafe Latte,Beverage,5000,1,4.6,Credit Card,Yes
2024-01-29,Croffle,Dessert,4000,1,4.7,Credit Card,Yes
2024-01-29,Tiramisu,Dessert,6500,1,3.9,Mobile App,Yes
2024-01-29,Macaron,Dessert,3000,1,3.8,Credit Card,No
2024-01-29,Cafe Latte,Beverage,5000,1,4.4,Mobile App,Yes
2024-01-29,Vanilla Latte,Beverage,5500,1,4.3,Credit Card,Yes
2024-01-29,Americano,Beverage,4500,5,4.6,Credit Card,No
2024-01-29,Cafe Latte,Beverage,5000,1,4.9,Credit Card,No
2024-01-29,Cafe Latte,Beverage,5000,1,4.3,Mobile App,No
2024-01-29,Cafe Latte,Beverage,5000,1,4.8,Credit Card,No
2024-01-29,Lemonade,Beverage,6000,1,4.2,Credit Card,No
2024-01-29,Cafe Latte,Beverage,5000,1,4.2,Credit Card,No
2024-01-29,Vanilla Latte,Beverage,5500,1,3.7,Cash,No
2024-01-29,Cafe Latte,Beverage,5000,1,4.4,Credit Card,No
2024-01-29,Croffle,Dessert,4000,3,3.7,Credit Card,No
2024-01-29,Croffle,Dessert,4000,1,2.6,Cash,No
2024-01-29,Cafe Latte,Beverage,5000,1,4.5,Credit Card,No
2024-01-29,Tiramisu,Dessert,6500,1,4.7,Credit Card,Yes
2024-01-29,Vanilla Latte,Beverage,5500,1,4.5,Credit Card,No
2024-01-29,Cafe Latte,Beverage,5000,1,3.5,Cash,Yes
2024-01-29,Cafe Latte,Beverage,5000,2,4.9,Credit Card,Yes
2024-01-29,Vanilla Latte,Beverage,5500,1,4.2,Credit Card,No
2024-01-29,Americano,Beverage,4500,1,3.9,Mobile App,Yes
2024-01-30,Tiramisu,Dessert,6500,1,3.8,Mobile App,No
2024-01-30,Vanilla Latte,Beverage,5500,2,3.7,Credit Card,Yes
2024-01-30,Cafe Latte,Beverage,5000,1,4.4,Credit Card,Yes
2024-01-30,Vanilla Latte,Beverage,5500,1,4.0,Credit Card,No
2024-01-30,Americano,Beverage,4500,1,4.3,Credit Card,Yes
2024-01-30,Cafe Latte,Beverage,5000,1,4.2,Credit Card,No
2024-01-30,Americano,Beverage,4500,2,4.8,Credit Card,Yes
2024-01-30,Vanilla Latte,Beverage,5500,1,3.6,Credit Card,No
2024-01-30,Macaron,Dessert,3000,1,4.7,Credit Card,Yes
2024-01-30,Cafe Latte,Beverage,5000,1,4.3,Credit Card,No
2024-01-30,Cafe Latte,Beverage,5000,1,3.6,Credit Card,No
2024-01-30,Vanilla Latte,Beverage,5500,1,4.3,Mobile App,No
2024-01-30,Croffle,Dessert,4000,2,1.2,Credit Card,Yes
2024-01-30,Tiramisu,Dessert,6500,2,3.7,Credit Card,No
2024-01-30,Americano,Beverage,4500,1,4.0,Credit Card,Yes
2024-01-30,Cafe Latte,Beverage,5000,1,4.9,Credit Card,Yes
2024-01-30,Americano,Beverage,4500,1,4.2,Mobile App,Yes
2024-01-30,Americano,Beverage,4500,2,4.2,Credit Card,Yes
2024-01-30,Americano,Beverage,4500,1,5.0,Credit Card,Yes
2024-01-30,Croffle,Dessert,4000,1,3.6,Mobile App,Yes
2024-01-30,Americano,Beverage,4500,1,4.1,Mobile App,Yes
2024-01-30,Vanilla Latte,Beverage,5500,1,4.7,Cash,No
2024-01-30,Lemonade,Beverage,6000,1,3.8,Mobile App,No
2024-01-30,Cafe Latte,Beverage,5000,1,4.7,Credit Card,Yes
2024-01-30,Tiramisu,Dessert,6500,1,3.6,Credit Card,No
2024-01-30,Americano,Beverage,4500,4,4.7,Credit Card,Yes
2024-01-30,Macaron,Dessert,3000,2,3.6,Cash,Yes
2024-01-30,Vanilla Latte,Beverage,5500,4,4.1,Mobile App,No
2024-01-30,Croffle,Dessert,4000,1,3.5,Mobile App,No
2024-01-30,Croffle,Dessert,4000,1,4.6,Mobile App,No
2024-01-30,Cafe Latte,Beverage,5000,2,3.8,Mobile App,No
2024-01-30,Americano,Beverage,4500,2,4.5,Credit Card,Yes
2024-01-30,Cafe Latte,Beverage,5000,2,3.8,Mobile App,No
2024-01-31,Americano,Beverage,4500,1,3.6,Credit Card,Yes
2024-01-31,Americano,Beverage,4500,2,1.7,Credit Card,No
2024-01-31,Americano,Beverage,4500,2,4.8,Mobile App,Yes
2024-01-31,Cafe Latte,Beverage,5000,1,4.6,Credit Card,No
2024-01-31,Cafe Latte,Beverage,5000,2,4.2,Cash,No
2024-01-31,Vanilla Latte,Beverage,5500,2,4.2,Credit Card,Yes
2024-01-31,Cafe Latte,Beverage,5000,1,4.3,Mobile App,Yes
2024-01-31,Cafe Latte,Beverage,5000,1,4.4,Credit Card,Yes
2024-01-31,Americano,Beverage,4500,1,4.4,Mobile App,No
2024-01-31,Cafe Latte,Beverage,5000,1,4.1,Mobile App,Yes
2024-01-31,Cafe Latte,Beverage,5000,1,3.9,Credit Card,No
2024-01-31,Cafe Latte,Beverage,5000,1,4.0,Mobile App,No
2024-01-31,Americano,Beverage,4500,1,4.1,Mobile App,No
2024-01-31,Tiramisu,Dessert,6500,1,3.7,Mobile App,No
2024-01-31,Tiramisu,Dessert,6500,1,4.5,Credit Card,Yes
2024-01-31,Vanilla Latte,Beverage,5500,1,3.7,Credit Card,Yes
2024-01-31,Cafe Latte,Beverage,5000,1,4.7,Credit Card,Yes
2024-01-31,Cafe Latte,Beverage,5000,1,3.9,Credit Card,Yes
2024-01-31,Cafe Latte,Beverage,5000,1,3.8,Mobile App,No
2024-01-31,Cafe Latte,Beverage,5000,1,2.2,Credit Card,No
2024-01-31,Americano,Beverage,4500,1,4.8,Credit Card,No
2024-01-31,Cafe Latte,Beverage,5000,3,4.9,Credit Card,No
2024-01-31,Macaron,Dessert,3000,1,4.3,Mobile App,No
2024-01-31,Lemonade,Beverage,6000,1,4.4,Cash,No
2024-01-31,Macaron,Dessert,3000,2,4.9,Credit Card,No
2024-01-31,Croffle,Dessert,4000,1,4.4,Credit Card,No
2024-01-31,Cafe Latte,Beverage,5000,1,1.2,Credit Card,Yes
2024-01-31,Americano,Beverage,4500,2,3.9,Credit Card,Yes
2024-01-31,Tiramisu,Dessert,6500,2,4.1,Credit Card,Yes
2024-01-31,Tiramisu,Dessert,6500,1,3.9,Mobile App,Yes
2024-01-31,Cafe Latte,Beverage,5000,1,4.6,Mobile App,No
2024-01-31,Cafe Latte,Beverage,5000,2,4.0,Credit Card,No
2024-01-31,Americano,Beverage,4500,1,4.2,Cash,Yes
2024-01-31,Cafe Latte,Beverage,5000,1,4.7,Credit Card,Yes
2024-01-31,Croffle,Dessert,4000,3,4.6,Credit Card,Yes
2024-02-01,Cafe Latte,Beverage,5000,1,3.9,Credit Card,No
2024-02-01,Tiramisu,Dessert,6500,1,4.1,Credit Card,Yes
2024-02-01,Vanilla Latte,Beverage,5500,1,4.0,Credit Card,No
2024-02-01,Americano,Beverage,4500,1,4.1,Credit Card,Yes
2024-02-01,Americano,Beverage,4500,1,4.1,Credit Card,No
2024-02-01,Cafe Latte,Beverage,5000,1,4.5,Mobile App,Yes
2024-02-01,Americano,Beverage,4500,1,3.8,Mobile App,Yes
2024-02-01,Cafe Latte,Beverage,5000,2,3.8,Credit Card,Yes
2024-02-01,Americano,Beverage,4500,1,4.2,Mobile App,Yes
2024-02-01,Croffle,Dessert,4000,2,4.2,Mobile App,No
2024-02-01,Americano,Beverage,4500,4,4.9,Credit Card,No
2024-02-01,Cafe Latte,Beverage,5000,1,3.6,Credit Card,Yes
2024-02-01,Americano,Beverage,4500,1,3.7,Credit Card,Yes
2024-02-01,Vanilla Latte,Beverage,5500,1,3.9,Credit Card,Yes
2024-02-01,Vanilla Latte,Beverage,5500,1,3.9,Credit Card,No
2024-02-01,Americano,Beverage,4500,2,4.6,Credit Card,Yes
2024-02-01,Americano,Beverage,4500,3,4.2,Credit Card,No
2024-02-01,Tiramisu,Dessert,6500,2,4.2,Credit Card,No
2024-02-01,Tiramisu,Dessert,6500,2,4.8,Cash,No
2024-02-01,Cafe Latte,Beverage,5000,1,4.2,Credit Card,Yes
2024-02-01,Cafe Latte,Beverage,5000,2,3.5,Credit Card,Yes
2024-02-01,Vanilla Latte,Beverage,5500,1,4.5,Credit Card,No
2024-02-01,Cafe Latte,Beverage,5000,1,4.3,Cash,No
2024-02-01,Cafe Latte,Beverage,5000,1,4.4,Credit Card,Yes
2024-02-01,Americano,Beverage,4500,1,4.2,Cash,Yes
2024-02-01,Cafe Latte,Beverage,5000,1,4.5,Credit Card,Yes
2024-02-01,Americano,Beverage,4500,5,3.9,Credit Card,No
2024-02-01,Croffle,Dessert,4000,1,5.0,Cash,No
2024-02-01,Americano,Beverage,4500,1,4.4,Mobile App,No
2024-02-01,Cafe Latte,Beverage,5000,1,3.9,Credit Card,No
2024-02-01,Tiramisu,Dessert,6500,1,4.9,Credit Card,No
2024-02-01,Americano,Beverage,4500,4,4.5,Credit Card,Yes
2024-02-01,Cafe Latte,Beverage,5000,4,3.7,Credit Card,Yes
2024-02-01,Americano,Beverage,4500,5,3.6,Mobile App,Yes
2024-02-01,Cafe Latte,Beverage,5000,1,3.8,Cash,No
2024-02-01,Vanilla Latte,Beverage,5500,1,4.4,Credit Card,Yes
2024-02-01,Vanilla Latte,Beverage,5500,1,4.8,Credit Card,Yes
2024-02-01,Tiramisu,Dessert,6500,1,4.2,Mobile App,Yes
2024-02-01,Tiramisu,Dessert,6500,1,4.9,Credit Card,Yes
2024-02-01,Tiramisu,Dessert,6500,1,3.7,Mobile App,No
2024-02-01,Americano,Beverage,4500,1,5.0,Credit Card,Yes
2024-02-01,Tiramisu,Dessert,6500,2,4.4,Credit Card,Yes
2024-02-01,Tiramisu,Dessert,6500,1,3.5,Mobile App,Yes
2024-02-01,Americano,Beverage,4500,2,4.9,Credit Card,Yes
2024-02-01,Cafe Latte,Beverage,5000,1,4.0,Cash,Yes
2024-02-01,Americano,Beverage,4500,1,4.6,Cash,No
2024-02-01,Tiramisu,Dessert,6500,4,4.5,Mobile App,No
2024-02-01,Cafe Latte,Beverage,5000,2,3.6,Credit Card,Yes
2024-02-02,Americano,Beverage,4500,2,4.7,Credit Card,Yes
2024-02-02,Cafe Latte,Beverage,5000,2,3.8,Mobile App,No
2024-02-02,Vanilla Latte,Beverage,5500,1,4.8,Mobile App,Yes
2024-02-02,Americano,Beverage,4500,1,4.1,Credit Card,No
2024-02-02,Americano,Beverage,4500,4,4.7,Credit Card,No
2024-02-02,Tiramisu,Dessert,6500,1,4.2,Mobile App,No
2024-02-02,Lemonade,Beverage,6000,5,3.9,Credit Card,No
2024-02-02,Americano,Beverage,4500,1,4.3,Credit Card,No
2024-02-02,Vanilla Latte,Beverage,5500,1,3.8,Credit Card,No
2024-02-02,Americano,Beverage,4500,2,3.8,Cash,Yes
2024-02-02,Vanilla Latte,Beverage,5500,1,5.0,Credit Card,No
2024-02-02,Cafe Latte,Beverage,5000,1,4.5,Credit Card,No
2024-02-02,Americano,Beverage,4500,2,3.7,Mobile App,Yes
2024-02-02,Cafe Latte,Beverage,5000,1,3.7,Credit Card,Yes
2024-02-02,Vanilla Latte,Beverage,5500,1,4.1,Credit Card,No
2024-02-02,Cafe Latte,Beverage,5000,3,1.4,Mobile App,No
2024-02-02,Vanilla Latte,Beverage,5500,1,4.5,Credit Card,Yes
2024-02-02,Americano,Beverage,4500,1,4.7,Cash,Yes
2024-02-02,Cafe Latte,Beverage,5000,1,5.0,Credit Card,Yes
2024-02-02,Cafe Latte,Beverage,5000,2,4.6,Credit Card,Yes
2024-02-02,Croffle,Dessert,4000,1,4.6,Credit Card,Yes
2024-02-02,Cafe Latte,Beverage,5000,1,3.7,Mobile App,No
2024-02-02,Macaron,Dessert,3000,2,4.3,Credit Card,No
2024-02-02,Americano,Beverage,4500,3,3.9,Credit Card,Yes
2024-02-02,Americano,Beverage,4500,1,5.0,Credit Card,No
2024-02-02,Vanilla Latte,Beverage,5500,1,4.6,Mobile App,No
2024-02-02,Cafe Latte,Beverage,5000,1,4.6,Credit Card,No
2024-02-02,Cafe Latte,Beverage,5000,3,3.7,Mobile App,No
2024-02-02,Cafe Latte,Beverage,5000,1,4.1,Mobile App,No
2024-02-02,Tiramisu,Dessert,6500,1,4.4,Credit Card,Yes
2024-02-02,Cafe Latte,Beverage,5000,2,3.6,Mobile App,Yes
2024-02-02,Vanilla Latte,Beverage,5500,1,4.0,Credit Card,Yes
2024-02-02,Vanilla Latte,Beverage,5500,1,2.9,Credit Card,No
2024-02-03,Vanilla Latte,Beverage,5500,1,4.5,Cash,Yes
2024-02-03,Tiramisu,Dessert,6500,1,4.7,Mobile App,Yes
2024-02-03,Cafe Latte,Beverage,5000,1,1.3,Credit Card,No
2024-02-03,Cafe Latte,Beverage,5000,2,3.6,Credit Card,No
2024-02-03,Cafe Latte,Beverage,5000,2,4.8,Credit Card,No
